Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don’t get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What’s your ethnicity?,The organization you work for is in which of the following?
3/5/2017 4:30:03,3,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Data Scientist,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Marketing;Exploration,Both,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,No,Marketing;IT,25,60,15,0,50,Tableau;Pandas;Other Python,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Documents;Presentations,Line Chart;Bar Chart,General Public;Analysts;Product Managers;Executives,Intro;Moderate,Daily,Summarization,Consultative,No one understands data science- but they pretend to. ,"People love data tables because they want to ""see all the data"".",I would want a Director of Data Science instead of reporting to a random IT manager.,No pie charts ever ,Data visualization need to tell a story- not just plot a bunch of numbers ,More data literacy in the company,Storytelling advice ,,Same,male,25 or younger,USA or Canada,white,Private sector
3/5/2017 5:24:03,1,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Marketing,Embedded in another team,General charting libraries,No,Engineering,10,30,0,0,30,D3;Java;C3,I'm able to choose my own tools.,Embedded in a tool;Dashboard,Line Chart;Bar Chart;Pie Chart,Analysts;Marketing team,Moderate,Daily,Analysis;Summarization,Collaborative,I do not learn a lot from my colleague,Have not implemented more dynamic for query and display the data,May be trying some new technology,Apply marchine learning in data visualization,,I need the leader who have experiences  and can help me,,,More,male,25 or younger,Asia,,Private sector
3/5/2017 6:34:40,10,Bachelors,Equal Parts School and Self-Taught,Intended to work in data visualization,No,,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Consultant,,,,,,5,70,5,10,10,Excel;Power BI;Other R,I'm able to choose my own tools.,Dashboard;Documents;Presentations,Line Chart;Bar Chart;Infographics;Treemap;Network Diagram;Graphs,General Public;Project Managers;Executives,Intro;Moderate,Quarterly,Analysis;Summarization;Research,Consultative,No common language to tell visual stories,,,,,,,,More,male,46 - 55,Latin America,hispanic,Private sector
3/5/2017 7:03:44,4,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration,Both,Business Intelligence Tools,No,,,,,,,Excel;Qlik,I'm able to choose my own tools.,Dashboard;Documents;Presentations,Line Chart;Bar Chart;Infographics,General Public;Analysts;Executives,Intro,Quarterly,Summarization,Subordinate,,,,,,,,,More,,,,,Public sector
3/5/2017 7:09:41,4,Masters,Mostly Self-Taught,Intended to work in data visualization,No,Senior Software Developer,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;Completely custom,No,Engineering,5,50,5,5,20,Illustrator;Excel;Tableau;D3;Other Javascript;Other Python;Java;React,We have a set list of tools we're expected to use for data visualization.,Embedded in a tool;Dashboard;Static Web Page,,Analysts,Moderate,Daily,Entertainment;Analysis;Summarization;Learning;Research,Collaborative,,,,,,,,,Much more,male,26 - 35,USA or Canada,asian,Private sector
3/5/2017 11:10:52,1,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Fellow ,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Communication,Embedded in another team,Business Intelligence Tools,No,Research,30,10,10,5,20,Illustrator;Excel;Tableau,I'm able to choose my own tools.,Embedded in a tool;Scrollytelling;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Flow Diagram,General Public;Analysts;Project Managers;Executives,Intro;Moderate,Weekly,Analysis;Summarization;Learning;Research,Consultative,,,,,,,,,More,female,26 - 35,MIddle East & Africa,black,Not-for-profit
3/5/2017 11:48:31,5,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Senior BI Architect ,Data Visualization Role has same compensation,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Exploration,Embedded in another team,Business Intelligence Tools;General charting libraries;Completely custom,No,Design;Research;IT,30,0,0,10,40,Tableau,We have a set list of tools we're expected to use for data visualization.,Embedded in a tool;Dashboard;Documents;Presentations,Line Chart;Bar Chart,Analysts;Executives,Moderate;Expert,Quarterly,Analysis;Summarization;Learning;Research,Consultative,getting access to necessary data ,Users resist new ways of visualizing data,More time to explore and learn new tools,Eliminate low value work that won't be used; stop making data tables,That it's more effective than a spreadsheet for quickly gleaning insights,Reduced workload,,,More,female,36 - 45,USA or Canada,white,Public sector
3/5/2017 11:51:49,2,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,Front-end Developer,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Summary/Overview,Embedded in another team,Completely custom,No,Design;IT,5,0,0,25,5,Illustrator;Excel;D3;Other Javascript;Google spreadsheets,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Documents,Line Chart;Bar Chart;Pie Chart;Infographics,General Public;Product Managers;Project Managers;Clients,Moderate;Expert,,Entertainment;Research,,,,More data visualization,,,,,,Much more,,25 or younger,Europe,,Private sector
3/5/2017 14:11:35,5,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Senior Retail Analyst,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Contractor,,,,,,5,20,0,2,25,Excel;Microstrategy,We have a set list of tools we're expected to use for data visualization.,Dashboard;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Treemap,Product Managers,Moderate,Weekly,Analysis;Summarization,Consultative,Data Quality,,,,,A faster computer,,,Same,female,26 - 35,USA or Canada,asian,Private sector
3/5/2017 15:26:41,4,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,Yes,Visual designer,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;Completely custom,No,Design;Engineering,20,,,60,,Illustrator;Excel;Tableau;Gephi;Raw,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Static Web Page;Documents;Presentations,Bar Chart;Infographics;Treemap;Dendrogram;Flow Diagram,General Public;Analysts;Product Managers;Executives,Moderate,,Analysis;Research,,,,,,,,,,More,male,26 - 35,Europe,white,Private sector
3/5/2017 18:19:14,10,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Senior Data Analyst,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,,ggplot2/Pandas Charts;excel,No,Research,2.5,,40,,40,Excel;ggplot;Other R;QGIS,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart;Infographics;Choropleth Map;Raster Map;Flow Diagram,General Public;Analysts;Scientists;government policy/decision makers,Intro;Moderate,Monthly,Analysis;Summarization;Research,Consultative,,being asked to use Excel and not rely on reproducible tools,,,R scripting,,,,More,male,36 - 45,USA or Canada,white,Public sector
3/5/2017 20:13:00,5,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Software Developer,Data Visualization Role has same compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Exploration,Embedded in another team,Completely custom,Yes,Design;Engineering,10,10,0,10,0,D3;Vega,We have a set list of tools we're expected to use for data visualization.,Scrollytelling,Line Chart;Bar Chart;Network Diagram,Medical Professionals;Product Managers;Project Managers;Executives,Moderate;Expert,Daily,Analysis;Summarization;Research,Collaborative,,,,,,,,,Same,male,36 - 45,USA or Canada,asian,Private sector
3/5/2017 20:25:55,10,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Manager of Report Development,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing,Embedded in another team,ggplot2/Pandas Charts;Excel,Yes,Design;Marketing;IT,25,25,,,,Illustrator;Excel;ggplot;Other R,We have a set list of tools we're expected to use for data visualization.,Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Flow Diagram,Analysts;Medical Professionals;Executives,Moderate,Daily,Analysis;Summarization,Consultative,,,,,,,,,More,male,26 - 35,USA or Canada,white,Private sector
3/5/2017 21:58:35,7,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Business Intelligence Analyst,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Exploration,Embedded in another team,Business Intelligence Tools,No,IT,30,20,10,20,20,Excel;Other BI;Oracle DVD,I'm able to choose my own tools.,Dashboard;Presentations;Email,Line Chart;Bar Chart;Infographics;Network Diagram,Executives,Moderate,Weekly,Analysis;Summarization,Subordinate,,,,,,,,,Same,male,36 - 45,USA or Canada,,Private sector
3/5/2017 23:04:17,2,Other,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Graphic Designer,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Aggregration,Embedded in another team,Completely custom,Yes,Design;Engineering;Marketing;Research;IT,80,100,10,100,20,Illustrator;Excel;Java;Angular,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Dendrogram;Network Diagram;Choropleth Map;Raster Map;Flow Diagram,General Public;Product Managers;GS1,Moderate;Expert,Hourly,,Consultative,,,,,,,,,Much more,male,26 - 35,Asia,,
3/6/2017 4:02:13,5,Bachelors,Mostly Self-Taught,Intended to work in data visualization,No,,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Marketing,Separate data visualization team,Business Intelligence Tools;Completely custom,No,Design;IT,,,,,,Excel;Tableau;ggplot;Pandas,I'm able to choose my own tools.,Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart,Analysts;Product Managers;Executives,Moderate,Monthly,Analysis;Summarization;Learning,Consultative,,,,,,,,,Much more,,,,,Private sector
3/6/2017 5:34:59,6,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Software engineer,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Consultant,,,,,,20,20,20,10,10,D3;Leaflet;Other Javascript;Pandas;Other Python;React,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations,Line Chart;Pie Chart,General Public;Product Managers;Executives,Intro;Moderate,Monthly,Analysis;Learning;Research,Consultative,Inexperience,Lack of math background,,,,,Crash-courses in mathematical principles that are generally assumed,,More,female,36 - 45,USA or Canada,white,Mixed
3/6/2017 6:55:19,5,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Coastal Resources Scientist,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Summary/Overview;Communication,Embedded in another team,Business Intelligence Tools,No,Outreach,,0,0,20,,Illustrator;Excel;ArcGIS,We have a set list of tools we're expected to use for data visualization.,Static Web Page;Documents,Line Chart;Bar Chart;Pie Chart;Infographics;Raster Map;Flow Diagram,General Public;Scientists,Intro,Monthly,Summarization;Learning,Subordinate,,I am not sure if I am technically a data visualizer- I think that data/ information visualization is a part of scientific communication. The biggest frustration would designing visualizations as an afterthought- rather than using visualizations to structure the narrative.,,To design documents and graphic tools that are visually driven (along with narrative text)- rather than stitching a range of separate pieces together.,A visually driven story can be a very clear and compelling story.,More integration between agency departments.,Open to any type of advice.,,More,female,36 - 45,USA or Canada,white,Public sector
